Acc Number,New Acc No,Old Acc No,Meter No,Acc Name,Subzone,Tariff,Connection Status
05562-3200105562,,,1017141,,MEMBLEY,Domestic,
05563-3200105563,,,1017518,,MEMBLEY,Domestic,
05564-3200105564,,,19030496,,MEMBLEY,Domestic,
05565-3200105565,,,1017142,,MEMBLEY,Domestic,
05566-3200105566,,,1017144,,MEMBLEY,Domestic,
05567-3200105567,,,17177916,,MEMBLEY,Domestic,
05568-3200105568,,,19029604,,MEMBLEY,Domestic,
05569-3200105569,,,19030501,,MEMBLEY,Domestic,
05571-3200105571,,,19039863,,MEMBLEY,Domestic,
05572-3200105572,,,969,,MEMBLEY,Domestic,
05573-3200105573,,,19028302,,MEMBLEY,Domestic,
05574-3200105574,,,1019530,,MEMBLEY,Domestic,
05575-3200105575,,,19029479,,MEMBLEY,Domestic,
05576-3200105576,,,19028884,,MEMBLEY,Domestic,
05579-3200105579,,,17106713,,MEMBLEY,Domestic,
05580-3200105580,,,19031134,,MEMBLEY,Domestic,
05581-3200105581,,,201005169,,MEMBLEY,Domestic,
05582-3200105582,,,17080172,,MEMBLEY,Domestic,
05583-3200105583,,,19031693,,MEMBLEY,Commercial,
05587-3200105587,,,201006385,,MEMBLEY,Domestic,
05588-3200105588,,,19031121,,MEMBLEY,Domestic,
05589-3200105589,,,10688930,,MEMBLEY,Domestic,
05590-3200105590,,,19031118,,MEMBLEY,Domestic,
05591-3200105591,,,1067784,,MEMBLEY,Commercial,
05592-3200105592,,,9001030,,MEMBLEY,Domestic,
05594-3200105594,,,19031119,,MEMBLEY,Domestic,
05595-3200105595,,,19040215,,MEMBLEY,Domestic,
05599-3200105599,,,113196,,MEMBLEY,Domestic,
05600-3200105600,,,17176383,,MEMBLEY,Domestic,
05602-3200105602,,,112405,,MEMBLEY,Domestic,
05605-3200105605,,,201006452,,MEMBLEY,Domestic,
05606-3200105606,,,19056303,,MEMBLEY,Domestic,
05404-3200105404,,,19029369,,MEMBLEY,Domestic,
05405-3200105405,,,1016232,,MEMBLEY,Domestic,
05406-3200105406,,,19029520,,MEMBLEY,Domestic,
05407-3200105407,,,19028412,,MEMBLEY,Domestic,
05408-3200105408,,,19028891,,MEMBLEY,Domestic,
05409-3200105409,,,19029521,,MEMBLEY,Domestic,
05410-3200105410,,,19031141,,MEMBLEY,Domestic,
05610-3200105610,,,080900776,,MEMBLEY,Domestic,
05611-3200105611,,,1201254,,MEMBLEY,Commercial,
05612-3200105612,,,19029603,,MEMBLEY,Domestic,
05608-3200105608,,,120300,,MEMBLEY,Domestic,
05615-3200105615,,,120202,,MEMBLEY,Domestic,
05617-3200105617,,,1201750,,MEMBLEY,Commercial,
05619-3200105619,,,120183,,MEMBLEY,Domestic,
06210-3200106210,,,14557515,,MEMBLEY,Domestic,
06212-3200106212,,,14557115,,MEMBLEY,Domestic,
06215-3200106215,,,14557815,,MEMBLEY,Domestic,
06221-3200106221,,,14549415,,MEMBLEY,Domestic,
06142-3200106142,,,14540815,,MEMBLEY,Domestic,
06144-3200106144,,,14541015,,MEMBLEY,Domestic,
06145-3200106145,,,14421815,,MEMBLEY,Domestic,
06146-3200106146,,,14421315,,MEMBLEY,Domestic,
06148-3200106148,,,14421615,,MEMBLEY,Domestic,
06151-3200106151,,,14421515,,MEMBLEY,Domestic,
06154-3200106154,,,14421215,,MEMBLEY,Domestic,
06156-3200106156,,,14422015,,MEMBLEY,Domestic,
06159-3200106159,,,14421915,,MEMBLEY,Domestic,
06163-3200106163,,,14547815,,MEMBLEY,Domestic,
06164-3200106164,,,14418615,,MEMBLEY,Domestic,
06167-3200106167,,,14418115,,MEMBLEY,Domestic,
06169-3200106169,,,14429615,,MEMBLEY,Domestic,
06171-3200106171,,,14429415,,MEMBLEY,Domestic,
06173-3200106173,,,14429715,,MEMBLEY,Domestic,
06174-3200106174,,,14430015,,MEMBLEY,Domestic,
06175-3200106175,,,14429215,,MEMBLEY,Domestic,
06190-3200106190,,,H18JA008371,,MEMBLEY,Domestic,
06191-3200106191,,,H18JA008713,,MEMBLEY,Domestic,
06192-3200106192,,,14558415,,MEMBLEY,Domestic,
06182-3200106182,,,14559015,,MEMBLEY,Domestic,
06194-3200106194,,,14558815,,MEMBLEY,Domestic,
06196-3200106196,,,14558515,,MEMBLEY,Domestic,
06197-3200106197,,,14422815,,MEMBLEY,Domestic,
06200-3200106200,,,14422215,,MEMBLEY,Domestic,
06201-3200106201,,,14422615,,MEMBLEY,Domestic,
06205-3200106205,,,14422915,,MEMBLEY,Domestic,
06206-3200106206,,,14557315,,MEMBLEY,Domestic,
06203-3200106203,,,14423015,,MEMBLEY,Domestic,
05971-3200105971,,,201006221,,MEMBLEY,Domestic,
06018-3200106018,,,320020694,,MEMBLEY,Domestic,
06046-3200106046,,,1201996,,MEMBLEY,Domestic,
06061-3200106061,,,1201838,,MEMBLEY,Domestic,
06067-3200106067,,,120135,,MEMBLEY,Domestic,
06080-3200106080,,,1301010,,MEMBLEY,Domestic,
06082-3200106082,,,1301012,,MEMBLEY,Domestic,
06682-3200106682,,,1301031,,MEMBLEY,Domestic,
06664-3200106664,,,14566515,,MEMBLEY,Domestic,
06684-3200106684,,,1301370,,MEMBLEY,Domestic,
06685-3200106685,,,1301317,,MEMBLEY,Domestic,
06686-3200106686,,,130147,,MEMBLEY,Domestic,
06688-3200106688,,,1301497,,MEMBLEY,Domestic,
06690-3200106690,,,1301464,,MEMBLEY,Domestic,
06691-3200106691,,,1301466,,MEMBLEY,Domestic,
06693-3200106693,,,1301496,,MEMBLEY,Domestic,
06696-3200106696,,,1301360,,MEMBLEY,Domestic,
07367-3200107367,,,320010942,,MEMBLEY,Domestic,
07369-3200107369,,,19031882,,MEMBLEY,Domestic,
07371-3200107371,,,320010946,,MEMBLEY,Domestic,
11255-3200111255,,,14635415,,MEMBLEY,Domestic,
11261-3200111261,,,1305268,,MEMBLEY,Domestic,
11285-3200111285,,,14590915,,MEMBLEY,Domestic,
11551-3200111551,,,14643615,,MEMBLEY,Commercial,
11553-3200111553,,,150332318,,MEMBLEY,Domestic,
11554-3200111554,,,19040219,,MEMBLEY,Domestic,
11555-3200111555,,,AWSB 15-09247,,MEMBLEY,Domestic,
11557-3200111557,,,19029364,,MEMBLEY,Domestic,
11558-3200111558,,,19030117,,MEMBLEY,Domestic,
11559-3200111559,,,19040216,,MEMBLEY,Domestic,
11560-3200111560,,,19031702,,MEMBLEY,Domestic,
11562-3200111562,,,19032076,,MEMBLEY,Domestic,
11563-3200111563,,,AWSB 15-09245,,MEMBLEY,Domestic,
11564-3200111564,,,19040703,,MEMBLEY,Domestic,
11565-3200111565,,,19029515,,MEMBLEY,Domestic,
11566-3200111566,,,AWSB 15-09087,,MEMBLEY,Domestic,
11568-3200111568,,,19040220,,MEMBLEY,Domestic,
11569-3200111569,,,AWSB 15-09135,,MEMBLEY,Domestic,
12028-3200112028,,,,,MEMBLEY,Domestic,
12029-3200112029,,,,,MEMBLEY,Domestic,
12030-3200112030,,,,,MEMBLEY,Domestic,
12303-3200112303,,,1018089,,MEMBLEY,Domestic,
11883-3200111883,,,20150600725,,MEMBLEY,Domestic,
11786-3200111786,,,20150600015,,MEMBLEY,Domestic,
12229-3200112229,,,14531915,,MEMBLEY,Domestic,
12230-3200112230,,,14531315,,MEMBLEY,Domestic,
12233-3200112233,,,14531615,,MEMBLEY,Domestic,
12234-3200112234,,,19014167,,MEMBLEY,Domestic,
12235-3200112235,,,320011514,,MEMBLEY,Domestic,
12237-3200112237,,,14570515,,MEMBLEY,Commercial,
12238-3200112238,,,14570615,,MEMBLEY,Domestic,
12242-3200112242,,,14567615,,MEMBLEY,Domestic,
12244-3200112244,,,14567715,,MEMBLEY,Domestic,
12245-3200112245,,,14567815,,MEMBLEY,Commercial,
12246-3200112246,,,14567115,,MEMBLEY,Domestic,
12248-3200112248,,,14567515,,MEMBLEY,Domestic,
12249-3200112249,,,320011528,,MEMBLEY,Domestic,
12250-3200112250,,,14564415,,MEMBLEY,Domestic,
12253-3200112253,,,14564215,,MEMBLEY,Domestic,
12255-3200112255,,,14564115,,MEMBLEY,Domestic,
12259-3200112259,,,14569014,,MEMBLEY,Domestic,
12263-3200112263,,,14630815,,MEMBLEY,Commercial,
12265-3200112265,,,14597015,,MEMBLEY,Domestic,
12269-3200112269,,,14634815,,MEMBLEY,Domestic,
12270-3200112270,,,14634415,,MEMBLEY,Domestic,
12272-3200112272,,,14633115,,MEMBLEY,Domestic,
12274-3200112274,,,14633915,,MEMBLEY,Domestic,
12275-3200112275,,,14633715,,MEMBLEY,Domestic,
11685-3200111685,,,14616115,,MEMBLEY,Domestic,
11704-3200111704,,,14622315,,MEMBLEY,Domestic,
12554-3200112554,,,,,MEMBLEY,Domestic,
12556-3200112556,,,,,MEMBLEY,Domestic,
10959-3200110959,,,14419915,,MEMBLEY,Domestic,
10960-3200110960,,,14566315,,MEMBLEY,Domestic,
10961-3200110961,,,14566615,,MEMBLEY,Domestic,
10962-3200110962,,,14566115,,MEMBLEY,Domestic,
10963-3200110963,,,14566415,,MEMBLEY,Domestic,
10965-3200110965,,,14566715,,MEMBLEY,Domestic,
11041-3200111041,,,1018474,,MEMBLEY,Domestic,
11042-3200111042,,,953,,MEMBLEY,Domestic,
11044-3200111044,,,11046-0320010102,,MEMBLEY,Domestic,
11047-3200111047,,,19028886,,MEMBLEY,Domestic,
11048-3200111048,,,1017677,,MEMBLEY,Commercial,
11051-3200111051,,,19029371,,MEMBLEY,Domestic,
11052-3200111052,,,1017518,,MEMBLEY,Domestic,
11054-3200111054,,,1303195,,MEMBLEY,Commercial,
10853-3200110853,,,10799-0320010029,,MEMBLEY,Domestic,
10854-3200110854,,,10800-0320010030,,MEMBLEY,Domestic,
10855-3200110855,,,10801-0320010098,,MEMBLEY,Domestic,
10856-3200110856,,,10802-0320011185,,MEMBLEY,Domestic,
10858-3200110858,,,10804-0320011194,,MEMBLEY,Domestic,
10859-3200110859,,,19039865,,MEMBLEY,Domestic,
10860-3200110860,,,10806-0320011215,,MEMBLEY,Domestic,
10862-3200110862,,,14192015,,MEMBLEY,Domestic,
10863-3200110863,,,14188415,,MEMBLEY,Domestic,
10864-3200110864,,,14188215,,MEMBLEY,Domestic,
10867-3200110867,,,H18JA008134,,MEMBLEY,Commercial,
10868-3200110868,,,14413115,,MEMBLEY,Domestic,
10870-3200110870,,,14183315,,MEMBLEY,Domestic,
10871-3200110871,,,14183315,,MEMBLEY,Domestic,
10872-3200110872,,,14183185,,MEMBLEY,Domestic,
10876-3200110876,,,14142715,,MEMBLEY,Domestic,
10878-3200110878,,,14142815,,MEMBLEY,Domestic,
10881-3200110881,,,14146215,,MEMBLEY,Domestic,
10882-3200110882,,,14146615,,MEMBLEY,Domestic,
10883-3200110883,,,14146795,,MEMBLEY,Domestic,
10885-3200110885,,,14147015,,MEMBLEY,Domestic,
10886-3200110886,,,14146515,,MEMBLEY,Domestic,
10887-3200110887,,,H18JA008894,,MEMBLEY,Domestic,
10890-3200110890,,,14 142115,,MEMBLEY,Domestic,
10892-3200110892,,,14133615,,MEMBLEY,Domestic,
10893-3200110893,,,14133115,,MEMBLEY,Domestic,
10894-3200110894,,,14133215,,MEMBLEY,Domestic,
10896-3200110896,,,14152415,,MEMBLEY,Domestic,
10897-3200110897,,,14152615,,MEMBLEY,Domestic,
10898-3200110898,,,14152115,,MEMBLEY,Domestic,
10899-3200110899,,,14152715,,MEMBLEY,Domestic,
10901-3200110901,,,14152515,,MEMBLEY,Domestic,
10902-3200110902,,,14152215,,MEMBLEY,Domestic,
10903-3200110903,,,14131115,,MEMBLEY,Domestic,
10905-3200110905,,,14131515,,MEMBLEY,Domestic,
10906-3200110906,,,14420515,,MEMBLEY,Domestic,
06932-3200106932,,,14549515,,MEMBLEY,Domestic,
06933-3200106933,,,14549115,,MEMBLEY,Commercial,
06935-3200106935,,,14549215,,MEMBLEY,Domestic,
06937-3200106937,,,14415715,,MEMBLEY,Domestic,
06938-3200106938,,,14415615,,MEMBLEY,Domestic,
10911-3200110911,,,14415315,,MEMBLEY,Domestic,
10913-3200110913,,,14415115,,MEMBLEY,Domestic,
10914-3200110914,,,14415915,,MEMBLEY,Domestic,
10915-3200110915,,,14415815,,MEMBLEY,Domestic,
10916-3200110916,,,14416015,,MEMBLEY,Domestic,
10917-3200110917,,,14426515,,MEMBLEY,Domestic,
10918-3200110918,,,14415515,,MEMBLEY,Domestic,
10919-3200110919,,,14426615,,MEMBLEY,Domestic,
10920-3200110920,,,14426415,,MEMBLEY,Domestic,
10921-3200110921,,,14426315,,MEMBLEY,Domestic,
10922-3200110922,,,14429015,,MEMBLEY,Domestic,
10923-3200110923,,,14554315,,MEMBLEY,Domestic,
10925-3200110925,,,14556915,,MEMBLEY,Domestic,
10927-3200110927,,,14412815,,MEMBLEY,Domestic,
10928-3200110928,,,14412915,,MEMBLEY,Domestic,
10929-3200110929,,,14412115,,MEMBLEY,Domestic,
10935-3200110935,,,14536815,,MEMBLEY,Domestic,
10938-3200110938,,,14550915,,MEMBLEY,Commercial,
10939-3200110939,,,14533215,,MEMBLEY,Domestic,
10940-3200110940,,,14550315,,MEMBLEY,Domestic,
10941-3200110941,,,14550815,,MEMBLEY,Domestic,
10943-3200110943,,,14571715,,MEMBLEY,Domestic,
10945-3200110945,,,14571615,,MEMBLEY,Domestic,
10946-3200110946,,,14571915,,MEMBLEY,Domestic,
10949-3200110949,,,14571215,,MEMBLEY,Domestic,
10951-3200110951,,,14565615,,MEMBLEY,Domestic,
10952-3200110952,,,14565715,,MEMBLEY,Domestic,
10953-3200110953,,,14565415,,MEMBLEY,Domestic,
10954-3200110954,,,14565915,,MEMBLEY,Domestic,
10955-3200110955,,,14419515,,MEMBLEY,Domestic,
06898-3200106898,,,10872-0320011364,,MEMBLEY,Domestic,
06900-3200106900,,,10874-0320011366,,MEMBLEY,Domestic,
06901-3200106901,,,10875-0320011367,,MEMBLEY,Commercial,
06902-3200106902,,,10876-0320011368,,MEMBLEY,Domestic,
06904-3200106904,,,10878-0320011370,,MEMBLEY,Domestic,
06905-3200106905,,,10879-0320011371,,MEMBLEY,Domestic,
06906-3200106906,,,10880-0320011372,,MEMBLEY,Domestic,
06907-3200106907,,,10881-0320011373,,MEMBLEY,Domestic,
06908-3200106908,,,10882-0320011374,,MEMBLEY,Domestic,
06909-3200106909,,,10883-0320011375,,MEMBLEY,Domestic,
06910-3200106910,,,14530815,,MEMBLEY,Domestic,
06911-3200106911,,,14530215,,MEMBLEY,Domestic,
06912-3200106912,,,14530115,,MEMBLEY,Domestic,
06913-3200106913,,,14530415,,MEMBLEY,Domestic,
06916-3200106916,,,14114015,,MEMBLEY,Domestic,
06917-3200106917,,,14413315,,MEMBLEY,Domestic,
06919-3200106919,,,14413115,,MEMBLEY,Domestic,
06921-3200106921,,,14428015,,MEMBLEY,Domestic,
06922-3200106922,,,14427715,,MEMBLEY,Domestic,
06923-3200106923,,,14427815,,MEMBLEY,Domestic,
06924-3200106924,,,14427515,,MEMBLEY,Domestic,
10910-3200110910,,,14420415,,MEMBLEY,Domestic,
06885-3200106885,,,14152615,,MEMBLEY,Commercial,
06886-3200106886,,,14545015,,MEMBLEY,Domestic,
06887-3200106887,,,10861-0320011353,,MEMBLEY,Domestic,
06888-3200106888,,,10862-0320011354,,MEMBLEY,Domestic,
06889-3200106889,,,10863-0320011355,,MEMBLEY,Domestic,
06892-3200106892,,,10866-0320011358,,MEMBLEY,Domestic,
06894-3200106894,,,14423215,,MEMBLEY,Domestic,
06896-3200106896,,,10870-0320011362,,MEMBLEY,Domestic,
10966-3200110966,,,0320011588,,MEMBLEY,Domestic             0,
12990-3200112990,,,20150600550,,MEMBLEY,Domestic,
13140-3200113140,,,20150900691,,MEMBLEY,Domestic,
13403-3200113403,,,320012058,,MEMBLEY,Domestic,
07064-3200107064,,,1201907,,MEMBLEY,Domestic,
07566-3200107566,,,1302561,,MEMBLEY,Commercial,
07567-3200107567,,,132660,,MEMBLEY,Domestic,
07568-3200107568,,,1307522,,MEMBLEY,Domestic,
07569-3200107569,,,17179232,,MEMBLEY,Domestic,
07570-3200107570,,,9310,,MEMBLEY,Commercial,
07571-3200107571,,,19031867,,MEMBLEY,Domestic,
07572-3200107572,,,1303320,,MEMBLEY,Domestic,
07573-3200107573,,,080900814,,MEMBLEY,Domestic,
07574-3200107574,,,1302562,,MEMBLEY,Domestic,
07575-3200107575,,,1303446,,MEMBLEY,Domestic,
07576-3200107576,,,1302624,,MEMBLEY,Commercial,
07577-3200107577,,,1017138,,MEMBLEY,Domestic,
06707-3200106707,,,1303433,,MEMBLEY,Domestic,
06710-3200106710,,,1302629,,MEMBLEY,Domestic,
06712-3200106712,,,1303370,,MEMBLEY,Domestic,
06714-3200106714,,,1302643,,MEMBLEY,Domestic,
06716-3200106716,,,201303865,,MEMBLEY,Domestic,
06398-3200106398,,,1302609,,MEMBLEY,Domestic,
06401-3200106401,,,1301648,,MEMBLEY,Domestic,
06402-3200106402,,,320010895,,MEMBLEY,Domestic,
06404-3200106404,,,1301656,,MEMBLEY,Domestic,
06406-3200106406,,,1301418,,MEMBLEY,Domestic,
06421-3200106421,,,1301398,,MEMBLEY,Domestic,
06422-3200106422,,,1302610,,MEMBLEY,Domestic,
06423-3200106423,,,1302602,,MEMBLEY,Domestic,
06424-3200106424,,,201302864,,MEMBLEY,Domestic,
08257-3200108257,,,130463,,MEMBLEY,Domestic,
08258-3200108258,,,1305120,,MEMBLEY,Domestic,
08259-3200108259,,,08056-0320011038,,MEMBLEY,Domestic,
08260-3200108260,,,1305118,,MEMBLEY,Domestic,
08261-3200108261,,,1304876,,MEMBLEY,Domestic,
08262-3200108262,,,1303358,,MEMBLEY,Domestic,
08263-3200108263,,,130988,,MEMBLEY,Domestic,
07730-3200107730,,,07527-0320010986,,MEMBLEY,Commercial,
07731-3200107731,,,07528-0320010987,,MEMBLEY,Domestic,
07732-3200107732,,,07529-0320010988,,MEMBLEY,Domestic,
07734-3200107734,,,07531-0320010990,,MEMBLEY,Domestic,
07736-3200107736,,,07533-0320010992,,MEMBLEY,Domestic,
07768-3200107768,,,19040213,,MEMBLEY,Domestic,
07769-3200107769,,,201303848,,MEMBLEY,Domestic,
17408-3200117408,,,17013316,,MEMBLEY,Domestic,
17409-3200117409,,,17013317,,MEMBLEY,Domestic,
07957-3200107957,,,320010994,,MEMBLEY,Domestic,
07958-3200107958,,,1303299,,MEMBLEY,Domestic,
07960-3200107960,,,1301400,,MEMBLEY,Domestic,
07962-3200107962,,,1303343,,MEMBLEY,Domestic,
07963-3200107963,,,1303194,,MEMBLEY,Domestic,
07964-3200107964,,,1303451,,MEMBLEY,Domestic,
07965-3200107965,,,1301647,,MEMBLEY,Domestic,
09603-3200109603,,,320011176,,MEMBLEY,Domestic,
09604-3200109604,,,320011177,,MEMBLEY,Domestic,
10472-3200110472,,,14201215,,MEMBLEY,Domestic,
10476-3200110476,,,14192315,,MEMBLEY,Domestic,
10485-3200110485,,,LXH080531,,MEMBLEY,Domestic,
10491-3200110491,,,14139315,,MEMBLEY,Domestic,
09330-3200109330,,,320011145,,MEMBLEY,Domestic,
09331-3200109331,,,320011146,,MEMBLEY,Domestic,
09055-3200109055,,,1304748,,MEMBLEY,Domestic,
09056-3200109056,,,130239,,MEMBLEY,Domestic,
09057-3200109057,,,130339,,MEMBLEY,Domestic,
09059-3200109059,,,LXH080945,,MEMBLEY,Domestic,
09060-3200109060,,,13060400,,MEMBLEY,Domestic,
09062-3200109062,,,1301498,,MEMBLEY,Commercial,
09064-3200109064,,,1305089,,MEMBLEY,Domestic,
09067-3200109067,,,19031877,,MEMBLEY,Domestic,
09333-3200109333,,,320011148,,MEMBLEY,Domestic,
09335-3200109335,,,19029606,,MEMBLEY,Domestic,
08834-3200108834,,,1302723,,MEMBLEY,Domestic,
08835-3200108835,,,1303262,,MEMBLEY,Domestic,
08655-3200108655,,,1304757,,MEMBLEY,Domestic,
08656-3200108656,,,1303249,,MEMBLEY,Domestic,
08657-3200108657,,,1305119,,MEMBLEY,Domestic,
08658-3200108658,,,13014820,,MEMBLEY,Domestic,
08659-3200108659,,,1301342,,MEMBLEY,Domestic,
08661-3200108661,,,1305226,,MEMBLEY,Domestic,
08662-3200108662,,,130021,,MEMBLEY,Domestic,
18743-3200118743,,,17082693,,MEMBLEY,Domestic,
18744-3200118744,,,17082286,,MEMBLEY,Domestic,
18745-3200118745,,,17081412,,MEMBLEY,Domestic,
18746-3200118746,,,17080955,,MEMBLEY,Domestic,
30716-3200130716,,,19031594,,MEMBLEY,Domestic,
30633-3200130633,,,19031580,,MEMBLEY,Domestic,
31421-3200131421,,,19060623,,MEMBLEY,Domestic,
20994-3200120994,,,17132198,,MEMBLEY,Domestic,
28294-3200128294,,,19013531,,MEMBLEY,Domestic,
20346-3200120346,,,320012513,,MEMBLEY,Domestic,
20347-3200120347,,,320012493,,MEMBLEY,Domestic,
20348-3200120348,,,320012490,,MEMBLEY,Domestic,
20349-3200120349,,,320012489,,MEMBLEY,Domestic,
28542-3200128542,,,150345818,,MEMBLEY,Domestic,
28577-3200128577,,,150335018,,MEMBLEY,Domestic,
20929-3200120929,,,17130024,,MEMBLEY,Domestic,
27780-3200127780,,,19012323,,MEMBLEY,Domestic,
20771-3200120771,,,17131667,,MEMBLEY,Domestic,
27582-3200127582,,,150293618,,MEMBLEY,Domestic,
27516-3200127516,,,18085138,,MEMBLEY,Domestic,
27542-3200127542,,,18054818,,MEMBLEY,Domestic,
19968-3200119968,,,17130899,,MEMBLEY,Commercial,
26719-3200126719,,,18056201,,MEMBLEY,Domestic,
28171-3200128171,,,19012274,,MEMBLEY,Domestic,
27430-3200127430,,,18053619,,MEMBLEY,Domestic,
27132-3200127132,,,18077594,,MEMBLEY,Domestic,
27131-3200127131,,,18077495,,MEMBLEY,Domestic,
27772-3200127772,,,150326518,,MEMBLEY,Domestic,
20750-3200120750,,,17133917,,MEMBLEY,Domestic,
18164-3200218164,,,17080090,,MEMBLEY,Domestic,
26764-3200126764,,,H18JA010041,,MEMBLEY,Domestic,
26766-3200126766,,,H18JA010043,,MEMBLEY,Domestic,
26920-3200126920,,,18053825,,MEMBLEY,Domestic,
20011-3200120011,,,17130214,,MEMBLEY,Domestic,
26232-3200126232,,,18054126,,MEMBLEY,Domestic,
26171-3200126171,,,18078002,,MEMBLEY,Domestic,
26172-3200126172,,,18078001,,MEMBLEY,Commercial,
25893-3200125893,,,18055361,,MEMBLEY,Domestic,
25946-3200125946,,,18053937,,MEMBLEY,Domestic,
25952-3200125952,,,18054259,,MEMBLEY,Domestic,
26112-3200126112,,,18077790,,MEMBLEY,Domestic,
25892-3200125892,,,18055360,,MEMBLEY,Domestic,
26040-3200126040,,,18054063,,MEMBLEY,Domestic,
25987-3200125987,,,18057077,,MEMBLEY,Domestic,
24845-3200124845,,,18055107,,MEMBLEY,Domestic,
19648-3200119648,,,17136242,,MEMBLEY,Domestic,
25665-3200125665,,,17083787,,MEMBLEY,Domestic,
08674-3200108674,,,1305043,,MEMBLEY,Domestic             .,
19474-3200119474,,,17133601,,MEMBLEY,Commercial,
19120-3200119120,,,17105335,,MEMBLEY,Domestic,
19345-3200119345,,,LXH080825,,MEMBLEY,Domestic,
19521-3200119521,,,17134282,,MEMBLEY,Domestic,
19335-3200119335,,,17134283,,MEMBLEY,Domestic,
25136-3200125136,,,320010190,,MEMBLEY,Domestic             .,
23032-3200123032,,,17180420,,MEMBLEY,Domestic,
22547-3200222547,,,17179774,,MEMBLEY,Domestic,
22305-3200122305,,,17179158,,MEMBLEY,Domestic,
22556-3200122556,,,17178209,,MEMBLEY,Domestic,
23242-3200123242,,,17179985,,MEMBLEY,Domestic,
19047-3200119047,,,17105828,,MEMBLEY,Domestic,
19057-3200119057,,,17107434,,MEMBLEY,Domestic,
23802-3200123802,,,1303265,,MEMBLEY,Domestic,
23281-3200123281,,,17180245,,MEMBLEY,Domestic,
19483-3200119483,,,17134118,,MEMBLEY,Domestic,
18155-3200118155,,,17080871,,MEMBLEY,Domestic,
18157-3200118157,,,17012616,,MEMBLEY,Domestic,
18158-3200118158,,,17058241,,MEMBLEY,Domestic,
18159-3200118159,,,17058242,,MEMBLEY,Domestic,
22457-3200122457,,,17179239,,MEMBLEY,Domestic,
22045-3200122045,,,17136999,,MEMBLEY,Domestic,
22998-3200122998,,,17180332,,MEMBLEY,Domestic,
17909-3200117909,,,17009683,,MEMBLEY,Domestic,
17910-3200117910,,,1700976,,MEMBLEY,Domestic,
17911-3200117911,,,17009713,,MEMBLEY,Domestic,
17912-3200117912,,,17009714,,MEMBLEY,Domestic,
17913-3200117913,,,16047158,,MEMBLEY,Domestic,
16888-3200116888,,,20151101474,,MEMBLEY,Domestic,
15445-3200115445,,,1018637,,MEMBLEY,Domestic,
30718-3200130718,,,19031601,,MEMBLEY,Domestic,
22304-3200122304,,,17179159,,MEMBLEY,Domestic,
21879-3200121879,,,17137678,,MEMBLEY,Domestic,
21878-3200121878,,,17137676,,MEMBLEY,Domestic,
22675-3200122675,,,19039861,,MEMBLEY,Domestic,
22386-3200122386,,,17176480,,MEMBLEY,Commercial,
22555-3200122555,,,17178208,,MEMBLEY,Domestic,
22486-3200122486,,,17179247,,MEMBLEY,Domestic,
22027-3200122027,,,17137819,,MEMBLEY,Domestic,
21572-3200121572,,,17177648,,MEMBLEY,Commercial,
21634-3200121634,,,18011649,,MEMBLEY,Domestic,
21602-3200121602,,,17177987,,MEMBLEY,Domestic,
21601-3200121601,,,17177986,,MEMBLEY,Domestic,
21635-3200121635,,,19013537,,MEMBLEY,Commercial,
21723-3200121723,,,17178186,,MEMBLEY,Domestic,
21892-3200121892,,,17138760,,MEMBLEY,Commercial,
21809-3200121809,,,17176817,,MEMBLEY,Domestic,
21755-3200121755,,,17176018,,MEMBLEY,Domestic,
21833-3200121833,,,17176343,,MEMBLEY,Domestic,
20279-3200120279,,,17012752,,MEMBLEY,Domestic,
21062-3200121062,,,17129770,,MEMBLEY,Domestic,
21087-3200121087,,,17177830,,MEMBLEY,Domestic,
30088-3200130088,,,,,MEMBLEY,Domestic,
30533-3200130533,,,18085356,,MEMBLEY,Domestic,
29867-3200129867,,,17105323,,MEMBLEY,Domestic,
21086-3200121086,,,17177828,,MEMBLEY,Domestic,
